customer_id,tenure,monthly_charges,contract_type,internet_service,payment_method,churn
65,62,71.45269365822405,One year,No,Electronic check,1
66,40,30.688529548906054,Month-to-month,Fiber optic,Bank transfer,0
67,53,86.0118902996174,Month-to-month,No,Electronic check,1
68,24,103.60792751668383,Two year,DSL,Mailed check,0
69,26,91.8447281302416,Month-to-month,No,Electronic check,1
70,60,72.32585129386572,Month-to-month,DSL,Credit card,0
71,41,24.51158786014595,Two year,No,Bank transfer,0
72,29,113.34410071708584,One year,No,Mailed check,0
73,15,90.54895485786346,Two year,No,Bank transfer,0
74,45,94.5864238365333,Two year,Fiber optic,Credit card,0
75,65,99.46805755108072,One year,No,Mailed check,0
76,71,94.77434259276107,Two year,No,Electronic check,0
77,9,64.11161640983337,Two year,Fiber optic,Bank transfer,0
78,1,93.36218292879468,Two year,Fiber optic,Mailed check,0
79,8,82.5026787810329,Month-to-month,DSL,Mailed check,0
80,63,105.40163336687866,One year,DSL,Credit card,0
81,11,100.24598153373704,One year,No,Mailed check,0
82,8,24.13743824672599,Two year,DSL,Mailed check,0
83,35,57.888709033260525,Month-to-month,No,Credit card,0
84,35,23.471615218389456,One year,Fiber optic,Electronic check,0
85,33,30.207492476609794,One year,Fiber optic,Electronic check,0
86,5,80.14107220036114,Two year,No,Mailed check,0
87,41,107.38218211622534,Two year,DSL,Electronic check,0
88,28,31.982475870926724,Two year,DSL,Credit card,0
89,7,65.10892874668315,One year,DSL,Electronic check,0
90,12,111.08789048064438,Two year,No,Mailed check,1
91,34,101.43009836715878,Two year,DSL,Credit card,0
92,33,71.96678964659299,Two year,Fiber optic,Electronic check,0
93,48,97.1571439328831,Month-to-month,Fiber optic,Bank transfer,0
94,23,72.2693774044537,Two year,Fiber optic,Bank transfer,1
95,62,35.80923372828488,One year,Fiber optic,Credit card,0
96,37,32.47361132216791,Two year,Fiber optic,Electronic check,1
97,44,38.83682320670698,One year,Fiber optic,Mailed check,1
98,35,55.092209496567946,Month-to-month,Fiber optic,Bank transfer,1
99,65,113.05292676740187,Month-to-month,Fiber optic,Electronic check,1
100,47,99.96784136536014,Two year,Fiber optic,Electronic check,0
101,3,63.28015612263175,One year,No,Mailed check,0
102,1,69.3076709787574,Two year,No,Mailed check,1
103,5,46.56094576664148,Two year,Fiber optic,Electronic check,1
104,14,90.43529564721301,One year,Fiber optic,Mailed check,0
105,27,100.2765671462038,One year,Fiber optic,Credit card,0
106,9,43.89046956675766,One year,DSL,Bank transfer,1
107,15,24.182162378646538,One year,No,Bank transfer,0
108,42,82.38889431629704,One year,Fiber optic,Electronic check,0
109,51,76.25121191353166,Month-to-month,No,Electronic check,0
110,63,60.21311550288764,Month-to-month,Fiber optic,Mailed check,0
111,52,84.38939417732101,Month-to-month,DSL,Bank transfer,0
112,4,75.06132979851435,One year,Fiber optic,Mailed check,1
113,23,45.05815765941928,One year,No,Electronic check,0
114,15,59.772897562272234,One year,No,Electronic check,1
115,43,62.81135697472417,Two year,No,Electronic check,1
116,29,108.02479944755636,Month-to-month,No,Electronic check,1
117,36,116.09041541289595,Month-to-month,Fiber optic,Electronic check,1
118,13,109.3001362396497,Two year,DSL,Electronic check,0
119,32,91.91780240519796,Two year,DSL,Credit card,0
120,71,78.49927336058218,Month-to-month,Fiber optic,Credit card,1
121,59,88.9261635465955,One year,Fiber optic,Mailed check,0
122,28,113.91092207326889,Month-to-month,No,Credit card,0
123,66,44.999873522383176,One year,Fiber optic,Mailed check,0
124,42,73.5120507673405,Month-to-month,DSL,Mailed check,0
125,45,88.96080190004079,Month-to-month,Fiber optic,Credit card,1
126,62,87.92470013242746,Two year,Fiber optic,Bank transfer,0
127,57,45.22789595768364,Two year,DSL,Mailed check,1
128,6,78.67315273897519,One year,DSL,Electronic check,0
129,28,99.59131424201564,One year,Fiber optic,Mailed check,0
130,28,67.50789800502439,Month-to-month,No,Mailed check,0
131,44,99.3298076698735,Two year,No,Bank transfer,1
132,30,55.988259775455475,One year,No,Electronic check,0
133,62,113.8760127163759,One year,DSL,Bank transfer,1
134,62,73.39284404991011,One year,DSL,Bank transfer,1
135,1,79.59479507926143,Month-to-month,No,Bank transfer,0
136,27,23.13615688045884,One year,Fiber optic,Mailed check,1
137,62,37.026913712859425,One year,Fiber optic,Electronic check,0
138,3,83.29338804710447,Two year,Fiber optic,Electronic check,0
139,70,61.987037178227126,Two year,DSL,Bank transfer,0
140,27,70.81637904581747,Two year,DSL,Credit card,0
141,9,26.297140873370044,Month-to-month,No,Electronic check,0
142,62,103.41352384103843,Two year,Fiber optic,Electronic check,0
143,37,98.45056022962173,Two year,DSL,Bank transfer,1
144,51,38.53539757218495,Two year,DSL,Mailed check,0
145,44,83.43293572573793,Two year,No,Bank transfer,0
146,24,101.83152116542716,One year,Fiber optic,Credit card,0
147,59,84.08541364156,Month-to-month,DSL,Credit card,0
148,32,51.03980952958449,One year,DSL,Bank transfer,0
149,52,85.61111504781671,One year,DSL,Credit card,0
150,62,41.04617476832122,Month-to-month,DSL,Mailed check,1
151,58,51.82549972794209,One year,Fiber optic,Mailed check,0
152,52,44.00696531071787,Two year,No,Mailed check,0
153,12,75.69251023902066,Month-to-month,Fiber optic,Credit card,0
154,39,30.82266467655486,One year,No,Mailed check,0
155,2,113.33103803483387,One year,DSL,Bank transfer,1
156,3,53.35123536628668,Two year,Fiber optic,Mailed check,1
157,56,41.89701271058013,One year,No,Credit card,1
158,59,69.65498136018313,One year,No,Electronic check,0
159,2,47.699781845471605,One year,DSL,Credit card,0
160,2,73.49040863826443,Month-to-month,No,Bank transfer,0
161,54,54.85091497820855,Month-to-month,No,Bank transfer,0
162,1,33.20668107690408,One year,No,Credit card,0
163,19,46.589524202726196,One year,DSL,Mailed check,0
164,2,63.84398449615252,Two year,Fiber optic,Mailed check,0
165,53,23.029322647962562,Month-to-month,DSL,Electronic check,0
166,44,97.06425270147619,Month-to-month,No,Mailed check,0
167,32,82.18245645904159,Month-to-month,No,Bank transfer,1
168,70,80.13596072783542,One year,Fiber optic,Mailed check,0
169,32,74.6049931882766,Two year,No,Credit card,0
170,68,79.03131723250685,Two year,Fiber optic,Credit card,0
171,55,113.46519527072206,One year,No,Electronic check,0
172,56,20.85692108107407,One year,No,Bank transfer,0
173,17,24.77997096577493,Two year,DSL,Credit card,0
174,38,39.14934099308023,Two year,DSL,Bank transfer,0
175,24,36.730137999315005,Month-to-month,Fiber optic,Mailed check,0
176,69,38.11944594691826,One year,DSL,Electronic check,0
177,70,87.19438858486501,Month-to-month,Fiber optic,Electronic check,1
178,11,65.94833010501654,Two year,DSL,Mailed check,0
179,16,119.17788783346931,Month-to-month,Fiber optic,Credit card,0
180,59,42.688591480294484,Two year,No,Bank transfer,0
181,70,51.08301010274947,Two year,Fiber optic,Bank transfer,0
182,3,118.4240716801649,Month-to-month,DSL,Bank transfer,0
183,20,103.1758140802247,One year,Fiber optic,Credit card,0
184,59,66.97992206785327,Month-to-month,DSL,Mailed check,1
185,36,75.45968855459898,Month-to-month,No,Bank transfer,0
186,19,104.31779206528405,One year,DSL,Credit card,0
187,67,68.0980246046328,One year,No,Bank transfer,0
188,19,40.60237235820843,Month-to-month,No,Credit card,0
189,20,102.84445385543854,Two year,DSL,Mailed check,1
190,71,73.77724912756435,Month-to-month,No,Bank transfer,0
191,52,35.30425971638213,Two year,DSL,Mailed check,0
192,33,70.55858311843976,One year,Fiber optic,Electronic check,1
193,40,61.32033805968588,One year,No,Credit card,0
194,39,107.6842531881758,Two year,Fiber optic,Electronic check,0
195,1,32.60554313607034,Month-to-month,Fiber optic,Mailed check,0
196,11,107.52098044480256,One year,DSL,Mailed check,0
197,57,71.22110168102847,Two year,DSL,Mailed check,1
198,50,60.436442998114764,Two year,No,Bank transfer,0
199,23,36.196718440294035,Month-to-month,DSL,Bank transfer,0
200,31,90.08179626386793,Two year,Fiber optic,Mailed check,0
201,42,112.68067091100404,Two year,Fiber optic,Mailed check,0
202,7,57.53773538993198,Month-to-month,Fiber optic,Bank transfer,0
203,16,44.158500067083345,One year,No,Bank transfer,0
204,60,75.4866916999157,One year,DSL,Credit card,0
205,2,99.61859484338703,One year,Fiber optic,Mailed check,0
206,1,20.376769455053307,Two year,No,Bank transfer,0
207,48,83.13774363954292,Two year,DSL,Bank transfer,0
208,12,79.6516000698631,Month-to-month,DSL,Electronic check,1
209,69,51.815218580416,Two year,Fiber optic,Mailed check,1
210,37,65.14230036049703,Two year,No,Mailed check,1
211,32,44.69632241618209,One year,Fiber optic,Bank transfer,0
212,9,98.98857379518428,Two year,Fiber optic,Electronic check,0
213,19,83.45349333661076,Two year,No,Credit card,1
214,48,73.27116220389853,Two year,Fiber optic,Mailed check,1
215,3,59.25261984178272,Month-to-month,No,Credit card,0
216,20,49.138438602073215,Two year,No,Mailed check,0
217,24,102.27364860434314,Month-to-month,Fiber optic,Bank transfer,0
218,54,65.1407670433569,One year,Fiber optic,Credit card,1
219,33,70.14474198416727,Two year,DSL,Mailed check,1
220,24,72.08287305407416,Month-to-month,DSL,Credit card,1
221,36,64.83669354315765,One year,No,Bank transfer,0
222,38,45.60884262384238,Two year,No,Electronic check,0
223,25,32.0340440243052,Month-to-month,No,Electronic check,0
224,18,29.85372671677407,Month-to-month,DSL,Credit card,1
225,66,95.74625233406887,One year,Fiber optic,Credit card,1
226,54,42.352782230151135,Two year,Fiber optic,Credit card,0
227,35,25.56728149539756,Two year,DSL,Mailed check,0
228,61,99.7517406695886,Two year,Fiber optic,Bank transfer,0
229,41,35.4061652860648,Month-to-month,Fiber optic,Credit card,0
230,33,82.5146091733354,Two year,Fiber optic,Electronic check,0
231,68,53.86432714478632,Month-to-month,DSL,Mailed check,1
232,33,32.648025669130945,Month-to-month,No,Credit card,1
233,14,61.44809792543599,One year,Fiber optic,Mailed check,0
234,21,21.480886113262514,Month-to-month,Fiber optic,Credit card,0
235,48,104.10449825125603,One year,No,Credit card,0
236,20,71.34979613418572,One year,Fiber optic,Mailed check,0
237,8,33.916001090796186,Two year,Fiber optic,Bank transfer,1
238,7,43.69803183889847,One year,No,Bank transfer,1
239,67,64.79751921385267,Two year,DSL,Electronic check,0
240,17,38.88693828155486,One year,DSL,Bank transfer,0
241,33,46.85991615010859,Month-to-month,Fiber optic,Bank transfer,0
242,48,73.43855642352631,Two year,Fiber optic,Mailed check,0
243,59,103.26090130383855,Month-to-month,No,Mailed check,0
244,22,60.18396856899208,Two year,No,Electronic check,0
245,30,91.69752735535482,Month-to-month,Fiber optic,Credit card,1
246,38,107.66842134606485,One year,Fiber optic,Mailed check,0
247,51,41.6300940296162,Two year,DSL,Mailed check,1
248,54,100.719197040216,Two year,DSL,Mailed check,0
249,8,95.74021983310274,Two year,DSL,Bank transfer,1
250,27,55.6937297948135,One year,DSL,Mailed check,1
251,27,118.95199595008671,Month-to-month,No,Electronic check,0
252,21,46.2572371435957,One year,DSL,Electronic check,0
253,30,45.48032660316956,One year,DSL,Mailed check,1
254,28,97.22591646531978,One year,Fiber optic,Credit card,0
255,64,63.46573180510842,Month-to-month,DSL,Mailed check,0
256,69,53.079499478104324,One year,Fiber optic,Electronic check,1
257,61,37.8662805339103,Two year,Fiber optic,Credit card,0
258,48,96.5332430934544,One year,DSL,Bank transfer,0
259,19,98.6321806136077,Month-to-month,DSL,Mailed check,0
260,4,76.65640032301405,Two year,Fiber optic,Electronic check,0
261,35,115.73136131913729,Month-to-month,No,Bank transfer,0
262,64,51.81632704226543,One year,Fiber optic,Electronic check,0
263,49,41.96190454793372,Month-to-month,No,Bank transfer,0
264,17,87.74667689344619,Two year,No,Electronic check,0
265,44,95.84086407997047,Month-to-month,DSL,Electronic check,0
266,30,42.490597055182235,Two year,DSL,Bank transfer,0
267,46,27.661076426111322,Two year,DSL,Mailed check,1
268,6,101.0516486586372,One year,DSL,Electronic check,0
269,37,117.65019736460124,One year,Fiber optic,Credit card,1
270,24,84.46722860722844,Two year,No,Mailed check,0
271,46,47.786690014389414,Month-to-month,Fiber optic,Credit card,0
272,53,119.66726085527921,Two year,No,Electronic check,0
273,60,109.32666362670774,One year,Fiber optic,Bank transfer,0
274,63,71.33806462802939,Month-to-month,No,Mailed check,0
275,32,102.53212848418337,Two year,DSL,Bank transfer,1
276,33,101.58205232629669,One year,No,Bank transfer,1
277,67,113.47989696734996,Two year,DSL,Credit card,0
278,18,104.09238437734601,Two year,No,Credit card,0
279,25,84.36792359571645,Two year,Fiber optic,Mailed check,1
280,54,80.93037189565074,Month-to-month,No,Mailed check,0
281,58,66.73572883316118,One year,Fiber optic,Mailed check,0
282,67,82.64856399707574,One year,Fiber optic,Credit card,0
283,46,99.52165865303827,Two year,DSL,Credit card,0
284,24,116.90376263025533,Two year,No,Bank transfer,0
285,32,66.72873581821202,Two year,Fiber optic,Bank transfer,0
286,47,77.3653202988757,Month-to-month,No,Bank transfer,0
287,23,64.48054950587817,One year,DSL,Mailed check,1
288,66,86.8488620983404,Two year,DSL,Electronic check,0
289,27,82.99205040612595,One year,No,Credit card,0
290,2,21.78337901936233,Two year,Fiber optic,Mailed check,0
291,17,74.11615591006584,One year,Fiber optic,Credit card,1
292,33,28.848689569901403,Two year,Fiber optic,Electronic check,0
293,9,22.638361800553835,Month-to-month,No,Credit card,0
294,43,99.11971620846982,Two year,Fiber optic,Credit card,0
295,48,45.86498621593005,Two year,Fiber optic,Credit card,0
296,39,54.065507728729926,Two year,Fiber optic,Bank transfer,0
297,42,26.40845876040662,Two year,DSL,Electronic check,0
298,26,37.95002604943507,Two year,Fiber optic,Mailed check,0
299,50,96.56048182577923,One year,No,Mailed check,1
300,25,69.35308302326209,One year,No,Mailed check,0
301,24,108.06684625501484,Month-to-month,Fiber optic,Electronic check,1
302,13,59.72421314668352,Two year,No,Credit card,0
303,60,46.87007357542682,One year,No,Mailed check,0
304,7,54.759981445865094,One year,Fiber optic,Electronic check,1
305,57,91.27717935169045,Two year,DSL,Bank transfer,1
306,36,75.5005672334486,Two year,Fiber optic,Electronic check,0
307,45,110.41912075524279,Month-to-month,No,Bank transfer,0
308,20,80.21687693888833,Month-to-month,No,Electronic check,1
309,65,69.30182084815031,One year,Fiber optic,Bank transfer,0
310,8,98.57527238867328,Month-to-month,No,Mailed check,0
311,16,114.75338507334452,One year,DSL,Electronic check,0
312,14,55.58459112449705,Month-to-month,Fiber optic,Bank transfer,0
313,15,44.98762101654776,Two year,No,Credit card,0
314,66,81.62173962941392,Month-to-month,DSL,Mailed check,1
315,32,69.8872821153881,One year,No,Mailed check,0
316,63,118.91855748647835,Month-to-month,DSL,Bank transfer,1
317,51,66.23617841477333,One year,No,Bank transfer,0
318,25,27.433155136034586,One year,Fiber optic,Electronic check,0
319,58,117.73690607776359,Month-to-month,No,Bank transfer,0
320,63,104.358694559354,Month-to-month,Fiber optic,Bank transfer,1
321,62,37.82501439579633,One year,DSL,Credit card,0
322,22,110.46052531128693,Two year,DSL,Mailed check,0
323,58,54.06668208217446,Month-to-month,No,Bank transfer,1
324,58,57.71119845344445,One year,Fiber optic,Bank transfer,1
325,49,110.63914823621593,Two year,Fiber optic,Credit card,0
326,52,73.01155650353152,One year,DSL,Bank transfer,1
327,42,33.77629293985196,Month-to-month,DSL,Credit card,1
328,70,56.9056159341804,One year,No,Mailed check,0
329,15,92.20974462678808,One year,DSL,Mailed check,0
330,54,37.41841880680167,One year,DSL,Credit card,0
331,60,79.02311974063588,Month-to-month,Fiber optic,Credit card,0
332,8,89.52741329444169,Two year,Fiber optic,Mailed check,0
333,53,54.385357554257936,Two year,Fiber optic,Mailed check,0
334,60,89.38806887083223,Two year,DSL,Credit card,1
335,5,108.42073518293186,Two year,No,Electronic check,1
336,68,67.2116744233241,Month-to-month,No,Mailed check,0
337,6,58.290932817978565,One year,DSL,Mailed check,1
338,47,45.11584013582857,Two year,No,Credit card,1
339,55,80.42054798633042,Two year,DSL,Credit card,0
340,40,107.9852048038716,Month-to-month,No,Credit card,1
341,52,52.466126718519405,One year,DSL,Electronic check,1
342,16,59.62355245373035,One year,Fiber optic,Credit card,0
343,13,60.66255175499839,Two year,No,Electronic check,1
344,30,76.08123417775172,Two year,Fiber optic,Credit card,0
345,19,42.84089615674387,One year,Fiber optic,Credit card,0
346,17,102.22111553077043,Month-to-month,No,Electronic check,1
347,63,49.56022775042213,One year,DSL,Bank transfer,1
348,19,90.5362690896682,One year,Fiber optic,Mailed check,1
349,58,71.3215741779552,Two year,Fiber optic,Credit card,0
350,55,78.58976033527568,Month-to-month,DSL,Bank transfer,0
351,62,37.96087388273029,Month-to-month,DSL,Electronic check,0
352,23,93.50231981781705,Month-to-month,No,Credit card,0
353,9,38.86205190426311,Two year,No,Electronic check,0
354,12,31.34736376274391,Month-to-month,DSL,Electronic check,1
355,1,74.66794998887869,Month-to-month,Fiber optic,Electronic check,0
356,58,90.92971369176652,Two year,DSL,Bank transfer,0
357,1,25.00358364347567,One year,No,Electronic check,0
358,34,26.939531494054208,Month-to-month,Fiber optic,Mailed check,0
359,48,100.2679162705919,One year,Fiber optic,Credit card,0
360,1,100.9032699507332,Month-to-month,No,Credit card,0
361,16,44.53047170590812,One year,Fiber optic,Mailed check,0
362,61,81.52282028002035,One year,DSL,Credit card,0
363,64,64.31800751446596,Two year,No,Mailed check,0
364,63,83.2696041403513,Two year,Fiber optic,Bank transfer,0
365,69,106.28792840992251,Month-to-month,No,Electronic check,0
366,22,27.985642458225648,Month-to-month,Fiber optic,Bank transfer,0
367,67,97.79844259884543,Two year,DSL,Mailed check,1
368,26,69.30291045210393,Month-to-month,No,Electronic check,0
369,16,76.41269437619965,Month-to-month,Fiber optic,Bank transfer,1
370,51,85.39313600171202,Two year,DSL,Electronic check,1
371,57,112.26231491291074,One year,DSL,Electronic check,0
372,29,25.671995355173785,Month-to-month,DSL,Bank transfer,0
373,69,22.947635212444766,Two year,Fiber optic,Credit card,1
374,47,37.82617814887735,Month-to-month,Fiber optic,Mailed check,0
375,62,118.64477260267364,Month-to-month,DSL,Bank transfer,0
376,69,91.50763673777757,Two year,DSL,Bank transfer,0
377,16,81.46411190545018,Two year,DSL,Credit card,0
378,48,24.70390534147479,Month-to-month,DSL,Mailed check,1
379,39,107.91102238929648,Month-to-month,DSL,Bank transfer,1
380,33,101.27568532971596,One year,Fiber optic,Electronic check,0
381,23,86.48000438670849,One year,No,Mailed check,0
382,10,53.91308154847027,Two year,No,Credit card,0
383,69,27.05049555682573,Month-to-month,No,Bank transfer,1
384,34,78.00384879009225,Two year,Fiber optic,Electronic check,0
385,52,91.96945714608376,Two year,No,Mailed check,1
386,10,29.424035047724743,Month-to-month,No,Bank transfer,0
387,19,83.3767659798496,One year,No,Mailed check,0
388,58,48.63660678871585,Two year,No,Electronic check,0
389,1,96.42442212198117,Two year,DSL,Electronic check,1
390,69,73.9615850601837,Month-to-month,Fiber optic,Mailed check,0
391,4,32.903678781043666,One year,No,Electronic check,1
392,16,72.6519447733236,One year,DSL,Electronic check,0
393,24,59.57368633667186,Month-to-month,No,Mailed check,0
394,2,38.03559682816519,Two year,No,Mailed check,0
395,32,104.15157240621231,Month-to-month,No,Credit card,0
396,24,21.10284484991362,Month-to-month,No,Bank transfer,0
397,12,51.212827687810595,One year,No,Credit card,0
398,50,21.259503816942676,Two year,DSL,Credit card,0
399,35,29.60069465061527,Two year,No,Credit card,0
400,33,49.709621917308105,One year,DSL,Credit card,0
401,33,25.427118538937357,Two year,No,Bank transfer,0
402,61,79.66305323571412,Two year,Fiber optic,Mailed check,0
403,51,28.68629079861828,Month-to-month,DSL,Electronic check,0
404,43,90.17136340660952,Month-to-month,No,Electronic check,0
405,12,25.26421126271611,Month-to-month,DSL,Mailed check,0
406,67,25.93088948010968,Two year,No,Mailed check,1
407,65,50.53258990332664,Two year,No,Mailed check,0
408,33,109.65715249692775,Two year,DSL,Electronic check,0
409,40,84.13932487233166,Two year,No,Credit card,0
410,43,97.01312919289194,One year,No,Credit card,1
411,44,34.15521094771061,One year,No,Credit card,0
412,29,103.41254332472458,Two year,No,Bank transfer,1
413,13,20.814624819423514,Month-to-month,No,Credit card,0
414,12,41.30573507330061,Month-to-month,No,Bank transfer,0
415,46,81.60923211499934,One year,DSL,Electronic check,0
416,2,57.52464085940503,One year,Fiber optic,Bank transfer,0
417,35,118.41933917185635,Two year,No,Mailed check,0
418,8,23.033924681831824,Two year,DSL,Mailed check,0
419,26,119.85981679365432,Two year,Fiber optic,Electronic check,1
420,34,82.36278328613162,Two year,DSL,Credit card,0
421,7,75.87069945960965,Two year,Fiber optic,Electronic check,0
422,68,25.951244256397437,Month-to-month,Fiber optic,Mailed check,1
423,58,47.332887666589066,Month-to-month,Fiber optic,Credit card,1
424,29,112.46626882915957,Two year,DSL,Mailed check,0
425,36,55.424600318924426,Month-to-month,Fiber optic,Electronic check,0
426,21,86.1653200467251,Two year,No,Credit card,0
427,36,119.94963504187217,Two year,No,Electronic check,0
428,10,46.30697138335412,One year,Fiber optic,Mailed check,0
429,24,77.60808790144938,Month-to-month,Fiber optic,Credit card,0
430,64,89.64377927022132,Month-to-month,No,Mailed check,0
431,49,36.46272465654152,One year,DSL,Credit card,0
432,36,34.86725636961821,Month-to-month,DSL,Bank transfer,0
433,24,65.63079116581733,One year,No,Bank transfer,0
434,23,58.58125217592894,Month-to-month,DSL,Mailed check,1
435,62,91.42154368573138,Two year,DSL,Electronic check,0
436,37,26.950877144858623,One year,Fiber optic,Bank transfer,0
437,12,117.21666237406905,Two year,DSL,Bank transfer,1
438,55,21.427698168583234,Two year,No,Credit card,1
439,13,80.13168243361511,Month-to-month,DSL,Credit card,1
440,23,76.26325958673883,One year,Fiber optic,Credit card,0
441,30,33.471573086972576,Two year,No,Mailed check,0
442,17,35.09159827135298,Two year,No,Electronic check,0
443,62,99.26774877946268,One year,No,Electronic check,0
444,13,108.75624584126831,Month-to-month,Fiber optic,Credit card,0
445,59,48.301696588376956,Two year,No,Mailed check,0
446,19,63.796396396256846,Month-to-month,Fiber optic,Credit card,1
447,49,55.499504103835356,One year,Fiber optic,Electronic check,0
448,12,27.25470129866519,Month-to-month,DSL,Mailed check,0
449,61,87.32042460158094,One year,No,Credit card,0
450,19,102.51929348056902,Month-to-month,DSL,Credit card,0
451,9,50.48793573912071,Month-to-month,DSL,Electronic check,0
452,71,119.01757936307183,Two year,Fiber optic,Mailed check,0
453,28,27.585155728235492,Month-to-month,DSL,Electronic check,1
454,52,86.17907138145209,Two year,DSL,Mailed check,1
455,16,64.8228014526089,One year,DSL,Mailed check,0
456,69,64.66019011066558,One year,No,Credit card,1
457,12,65.76456160335403,Two year,DSL,Electronic check,0
458,25,45.86817738014284,Month-to-month,Fiber optic,Mailed check,0
459,52,91.55628273322324,One year,No,Bank transfer,0
460,53,92.15765260850269,One year,Fiber optic,Credit card,0
461,23,48.2397110105827,One year,No,Electronic check,0
462,16,103.53064608584502,Two year,No,Mailed check,0
463,57,51.684494365033004,One year,No,Credit card,0
464,39,92.50931239865423,One year,Fiber optic,Electronic check,0
465,53,32.09997675120664,One year,DSL,Electronic check,0
466,42,36.87016428037457,One year,No,Credit card,0
467,58,51.57956445082512,Two year,Fiber optic,Mailed check,0
468,39,79.38737676678615,Two year,No,Credit card,0
469,14,84.55114854786993,Month-to-month,DSL,Bank transfer,0
470,5,59.63561719674749,One year,No,Credit card,0
471,35,27.783915311051402,Two year,Fiber optic,Electronic check,0
472,18,57.36346520927243,Month-to-month,No,Bank transfer,0
473,9,88.87675159591515,Month-to-month,Fiber optic,Bank transfer,0
474,58,87.0995461130316,One year,DSL,Mailed check,1
475,17,36.019641320544274,Month-to-month,DSL,Credit card,0
476,7,20.778397026896716,Two year,No,Mailed check,0
477,46,95.29816172961168,Month-to-month,DSL,Credit card,0
478,13,30.636816638524373,Month-to-month,Fiber optic,Electronic check,1
479,40,28.23491439642855,Two year,No,Mailed check,0
480,42,20.270121683416345,Month-to-month,Fiber optic,Electronic check,0
481,9,63.260132595692724,Month-to-month,No,Electronic check,1
482,50,70.32639009008145,Month-to-month,Fiber optic,Bank transfer,0
